control_year,control_type,facade,segment,control_month,number_controls,number_controls_ytd,target_number_of_controls_year,infraction_rate,infraction_rate_ytd
2013,AIR_CONTROL,MED,Hors segment,1,1,1,,1.0,1.0
2013,AIR_CONTROL,MED,Hors segment,5,2,3,,1.0,1.0
2013,AIR_CONTROL,MED,Hors segment,9,4,7,,1.0,1.0
2013,AIR_CONTROL,MED,Hors segment,10,6,13,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,1,1,1,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,2,1,2,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,5,1,3,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,9,1,4,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,10,1,5,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,11,6,11,,1.0,1.0
2013,AIR_CONTROL,SA,Hors segment,12,2,13,,1.0,1.0
2013,AIR_CONTROL,MEMN,Hors segment,2,1,1,,1.0,1.0
2013,AIR_CONTROL,MEMN,Hors segment,9,2,3,,1.0,1.0
2013,AIR_CONTROL,MEMN,Hors segment,11,1,4,,1.0,1.0
2013,AIR_CONTROL,MEMN,Hors segment,12,3,7,,0.333333333333333,0.714285714285714
2013,AIR_CONTROL,NAMO,Hors segment,1,5,5,,1.0,1.0
2013,AIR_CONTROL,NAMO,Hors segment,2,2,7,,1.0,1.0
2013,AIR_CONTROL,NAMO,Hors segment,3,5,12,,1.0,1.0
2013,AIR_CONTROL,NAMO,Hors segment,4,7,19,,0.857142857142857,0.947368421052632
2013,AIR_CONTROL,NAMO,Hors segment,7,2,21,,1.0,0.952380952380952
2013,AIR_CONTROL,NAMO,Hors segment,10,2,23,,1.0,0.956521739130435
2013,AIR_CONTROL,NAMO,Hors segment,11,5,28,,1.0,0.964285714285714
2013,AIR_CONTROL,NAMO,Hors segment,12,3,31,,1.0,0.967741935483871
2013,LAND_CONTROL,MED,Hors segment,1,1,1,,0.0,0.0
2013,LAND_CONTROL,MED,Hors segment,2,2,3,,0.5,0.333333333333333
2013,LAND_CONTROL,MED,Hors segment,3,1,4,,0.0,0.25
2013,LAND_CONTROL,MED,Hors segment,4,55,59,,0.0,0.0169491525423729
2013,LAND_CONTROL,MED,Hors segment,5,47,106,,0.0,0.00943396226415094
2013,LAND_CONTROL,MED,Hors segment,6,14,120,,0.0,0.00833333333333333
2013,LAND_CONTROL,MED,Hors segment,7,10,130,,0.0,0.00769230769230769
2013,LAND_CONTROL,MED,Hors segment,8,229,359,,0.00873362445414847,0.00835654596100279
2013,LAND_CONTROL,MED,Hors segment,9,219,578,,0.0045662100456621,0.0069204152249135
2013,LAND_CONTROL,MED,Hors segment,10,94,672,,0.0106382978723404,0.00744047619047619
2013,LAND_CONTROL,MED,Hors segment,11,67,739,,0.0298507462686567,0.0094722598105548
2013,LAND_CONTROL,MED,Hors segment,12,22,761,,0.0909090909090909,0.011826544021025
2013,LAND_CONTROL,MED,MED01,1,2,2,,0.0,0.0
2013,LAND_CONTROL,MED,MED01,3,2,4,,0.5,0.25
2013,LAND_CONTROL,MED,MED01,4,1,5,,0.0,0.2
2013,LAND_CONTROL,MED,MED01,6,1,6,,0.0,0.166666666666667
2013,LAND_CONTROL,MED,MED01,7,1,7,,0.0,0.142857142857143
2013,LAND_CONTROL,MED,MED01,11,1,8,,1.0,0.25
2013,LAND_CONTROL,MED,MED02,11,2,2,,0.0,0.0
2013,LAND_CONTROL,MED,MED03,7,1,1,,0.0,0.0
2013,LAND_CONTROL,MED,MED05,4,49,49,,0.0,0.0
2013,LAND_CONTROL,MED,MED05,5,67,116,,0.0,0.0
2013,LAND_CONTROL,MED,MED05,6,1,117,,0.0,0.0
2013,LAND_CONTROL,MED,MED05,7,16,133,,0.125,0.0150375939849624
2013,LAND_CONTROL,MED,MED05,8,75,208,,0.0,0.00961538461538462
2013,LAND_CONTROL,MED,MED05,9,114,322,,0.0175438596491228,0.0124223602484472
2013,LAND_CONTROL,MED,MED05,10,134,456,,0.0,0.0087719298245614
2013,LAND_CONTROL,MED,MED05,11,65,521,,0.0,0.00767754318618042
2013,LAND_CONTROL,MED,MED05,12,57,578,,0.0350877192982456,0.0103806228373702
2013,LAND_CONTROL,MED,MED06/ATL02,4,2,2,,0.0,0.0
2013,LAND_CONTROL,MED,MED06/ATL02,5,2,4,,0.0,0.0
2013,LAND_CONTROL,MED,MED06/ATL02,8,6,10,,0.0,0.0
2013,LAND_CONTROL,MED,MED06/ATL02,9,9,19,,0.111111111111111,0.0526315789473684
2013,LAND_CONTROL,MED,MED06/ATL02,10,2,21,,0.0,0.0476190476190476
2013,LAND_CONTROL,MED,MED06/ATL02,11,2,23,,0.0,0.0434782608695652
2013,LAND_CONTROL,MED,MED07,1,3,3,,0.333333333333333,0.333333333333333
2013,LAND_CONTROL,MED,MED07,2,3,6,,0.0,0.166666666666667
2013,LAND_CONTROL,MED,MED07,3,7,13,,0.0,0.0769230769230769
2013,LAND_CONTROL,MED,MED07,4,5,18,,0.0,0.0555555555555556
2013,LAND_CONTROL,MED,MED07,5,13,31,,0.0769230769230769,0.0645161290322581
2013,LAND_CONTROL,MED,MED07,6,8,39,,0.125,0.0769230769230769
2013,LAND_CONTROL,MED,MED07,7,1,40,,0.0,0.075
2013,LAND_CONTROL,MED,MED07,9,3,43,,0.666666666666667,0.116279069767442
2013,LAND_CONTROL,MED,MED07,10,2,45,,0.0,0.111111111111111
2013,LAND_CONTROL,MED,MED07,11,1,46,,0.0,0.108695652173913
2013,LAND_CONTROL,MED,MED08,5,2,2,,0.5,0.5
2013,LAND_CONTROL,MED,MED08,6,1,3,,0.0,0.333333333333333
2013,LAND_CONTROL,SA,ATL01,7,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,ATL01,8,1,2,,0.0,0.0
2013,LAND_CONTROL,SA,FR_FPO,4,4,4,,0.0,0.0
2013,LAND_CONTROL,SA,FR_FPO,10,1,5,,0.0,0.0
2013,LAND_CONTROL,SA,FR_SCE,1,2,2,,0.0,0.0
2013,LAND_CONTROL,SA,FR_SCE,2,3,5,,0.0,0.0
2013,LAND_CONTROL,SA,FR_SCE,11,6,11,,0.0,0.0
2013,LAND_CONTROL,SA,Hors segment,1,5,5,,0.0,0.0
2013,LAND_CONTROL,SA,Hors segment,2,4,9,,0.0,0.0
2013,LAND_CONTROL,SA,Hors segment,3,8,17,,0.0,0.0
2013,LAND_CONTROL,SA,Hors segment,4,6,23,,0.0,0.0
2013,LAND_CONTROL,SA,Hors segment,5,1,24,,0.0,0.0
2013,LAND_CONTROL,SA,Hors segment,7,35,59,,0.0285714285714286,0.0169491525423729
2013,LAND_CONTROL,SA,Hors segment,8,28,87,,0.0,0.0114942528735632
2013,LAND_CONTROL,SA,Hors segment,9,10,97,,0.0,0.0103092783505155
2013,LAND_CONTROL,SA,Hors segment,10,8,105,,0.25,0.0285714285714286
2013,LAND_CONTROL,SA,Hors segment,11,3,108,,0.333333333333333,0.037037037037037
2013,LAND_CONTROL,SA,Hors segment,12,3,111,,0.0,0.036036036036036
2013,LAND_CONTROL,SA,MED06/ATL02,7,7,7,,0.0,0.0
2013,LAND_CONTROL,SA,MED06/ATL02,8,3,10,,0.0,0.0
2013,LAND_CONTROL,SA,MED06/ATL02,9,1,11,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01,2,5,5,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01,3,4,9,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01,6,2,11,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01/02,2,5,5,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01/02,3,4,9,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01/02,4,1,10,,0.0,0.0
2013,LAND_CONTROL,SA,PEL01/02,6,2,12,,0.0,0.0
2013,LAND_CONTROL,SA,PEL02,2,5,5,,0.0,0.0
2013,LAND_CONTROL,SA,PEL02,3,4,9,,0.0,0.0
2013,LAND_CONTROL,SA,PEL02,6,2,11,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03,1,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03,2,1,2,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03,3,5,7,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03,4,6,13,,0.166666666666667,0.0769230769230769
2013,LAND_CONTROL,SA,PEL03,6,1,14,,1.0,0.142857142857143
2013,LAND_CONTROL,SA,PEL03,7,1,15,,0.0,0.133333333333333
2013,LAND_CONTROL,SA,PEL03,9,1,16,,0.0,0.125
2013,LAND_CONTROL,SA,PEL03,10,2,18,,0.0,0.111111111111111
2013,LAND_CONTROL,SA,PEL03,12,1,19,,0.0,0.105263157894737
2013,LAND_CONTROL,SA,PEL03/SWW03,1,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03/SWW03,2,1,2,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03/SWW03,3,4,6,,0.0,0.0
2013,LAND_CONTROL,SA,PEL03/SWW03,4,6,12,,0.166666666666667,0.0833333333333333
2013,LAND_CONTROL,SA,PEL03/SWW03,6,1,13,,1.0,0.153846153846154
2013,LAND_CONTROL,SA,PEL03/SWW03,7,1,14,,0.0,0.142857142857143
2013,LAND_CONTROL,SA,PEL03/SWW03,9,1,15,,0.0,0.133333333333333
2013,LAND_CONTROL,SA,PEL03/SWW03,10,2,17,,0.0,0.117647058823529
2013,LAND_CONTROL,SA,PEL03/SWW03,12,1,18,,0.0,0.111111111111111
2013,LAND_CONTROL,SA,PEL05,6,2,2,,0.5,0.5
2013,LAND_CONTROL,SA,PEL08,3,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,PEL08,4,1,2,,0.0,0.0
2013,LAND_CONTROL,SA,PEL13,7,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,PEL13,8,1,2,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02,1,2,2,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02,2,2,4,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02,3,6,10,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02,4,6,16,,0.166666666666667,0.0625
2013,LAND_CONTROL,SA,SWW01/02,6,1,17,,1.0,0.117647058823529
2013,LAND_CONTROL,SA,SWW01/02,9,1,18,,0.0,0.111111111111111
2013,LAND_CONTROL,SA,SWW01/02,10,2,20,,0.0,0.1
2013,LAND_CONTROL,SA,SWW01/02,11,1,21,,0.0,0.0952380952380952
2013,LAND_CONTROL,SA,SWW01/02,12,3,24,,0.0,0.0833333333333333
2013,LAND_CONTROL,SA,SWW01/02/03,1,2,2,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02/03,2,2,4,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02/03,3,6,10,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02/03,4,6,16,,0.166666666666667,0.0625
2013,LAND_CONTROL,SA,SWW01/02/03,6,14,30,,0.0714285714285714,0.0666666666666667
2013,LAND_CONTROL,SA,SWW01/02/03,7,2,32,,0.5,0.09375
2013,LAND_CONTROL,SA,SWW01/02/03,8,1,33,,0.0,0.0909090909090909
2013,LAND_CONTROL,SA,SWW01/02/03,9,1,34,,0.0,0.0882352941176471
2013,LAND_CONTROL,SA,SWW01/02/03,10,2,36,,0.0,0.0833333333333333
2013,LAND_CONTROL,SA,SWW01/02/03,11,1,37,,0.0,0.0810810810810811
2013,LAND_CONTROL,SA,SWW01/02/03,12,3,40,,0.0,0.075
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,1,2,2,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,2,2,4,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,3,6,10,,0.0,0.0
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,4,6,16,,0.166666666666667,0.0625
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,6,1,17,,1.0,0.117647058823529
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,7,1,18,,0.0,0.111111111111111
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,9,1,19,,0.0,0.105263157894737
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,10,2,21,,0.0,0.0952380952380952
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,11,1,22,,0.0,0.0909090909090909
2013,LAND_CONTROL,SA,SWW01/02/03/PEL03,12,3,25,,0.0,0.08
2013,LAND_CONTROL,SA,SWW04,2,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,SWW04,4,1,2,,0.0,0.0
2013,LAND_CONTROL,SA,SWW04,6,2,4,,0.0,0.0
2013,LAND_CONTROL,SA,SWW05,6,13,13,,0.0,0.0
2013,LAND_CONTROL,SA,SWW05,7,2,15,,0.5,0.0666666666666667
2013,LAND_CONTROL,SA,SWW05,8,1,16,,0.0,0.0625
2013,LAND_CONTROL,SA,SWW06,4,1,1,,0.0,0.0
2013,LAND_CONTROL,SA,SWW07/08,1,11,11,,0.181818181818182,0.181818181818182
2013,LAND_CONTROL,SA,SWW07/08,2,25,36,,0.28,0.25
2013,LAND_CONTROL,SA,SWW07/08,3,16,52,,0.0625,0.192307692307692
2013,LAND_CONTROL,SA,SWW07/08,4,16,68,,0.0,0.147058823529412
2013,LAND_CONTROL,SA,SWW07/08,5,6,74,,0.0,0.135135135135135
2013,LAND_CONTROL,SA,SWW07/08,6,7,81,,0.142857142857143,0.135802469135802
2013,LAND_CONTROL,SA,SWW07/08,7,2,83,,0.0,0.132530120481928
2013,LAND_CONTROL,SA,SWW07/08,9,6,89,,0.0,0.123595505617978
2013,LAND_CONTROL,SA,SWW07/08,10,10,99,,0.2,0.131313131313131
2013,LAND_CONTROL,SA,SWW07/08,11,8,107,,0.0,0.121495327102804
2013,LAND_CONTROL,SA,SWW07/08,12,2,109,,0.0,0.119266055045872
2013,LAND_CONTROL,SA,SWW07/08/09,1,11,11,,0.181818181818182,0.181818181818182
2013,LAND_CONTROL,SA,SWW07/08/09,2,25,36,,0.28,0.25
2013,LAND_CONTROL,SA,SWW07/08/09,3,16,52,,0.0625,0.192307692307692
2013,LAND_CONTROL,SA,SWW07/08/09,4,16,68,,0.0,0.147058823529412
2013,LAND_CONTROL,SA,SWW07/08/09,5,6,74,,0.0,0.135135135135135
2013,LAND_CONTROL,SA,SWW07/08/09,6,7,81,,0.142857142857143,0.135802469135802
2013,LAND_CONTROL,SA,SWW07/08/09,7,2,83,,0.0,0.132530120481928
2013,LAND_CONTROL,SA,SWW07/08/09,9,6,89,,0.0,0.123595505617978
2013,LAND_CONTROL,SA,SWW07/08/09,10,10,99,,0.2,0.131313131313131
2013,LAND_CONTROL,SA,SWW07/08/09,11,8,107,,0.0,0.121495327102804
2013,LAND_CONTROL,SA,SWW07/08/09,12,2,109,,0.0,0.119266055045872
2013,LAND_CONTROL,SA,SWW10,1,5,5,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,2,1,6,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,3,4,10,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,4,10,20,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,5,2,22,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,6,1,23,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,7,5,28,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,8,1,29,,0.0,0.0
2013,LAND_CONTROL,SA,SWW10,9,2,31,,0.5,0.032258064516129
2013,LAND_CONTROL,SA,SWW10,10,2,33,,0.0,0.0303030303030303
2013,LAND_CONTROL,MEMN,FR_FPO,1,8,8,,0.25,0.25
2013,LAND_CONTROL,MEMN,FR_FPO,2,6,14,,0.0,0.142857142857143
2013,LAND_CONTROL,MEMN,FR_FPO,3,10,24,,0.0,0.0833333333333333
2013,LAND_CONTROL,MEMN,FR_FPO,4,17,41,,0.0,0.0487804878048781
2013,LAND_CONTROL,MEMN,FR_FPO,5,15,56,,0.133333333333333,0.0714285714285714
2013,LAND_CONTROL,MEMN,FR_FPO,6,9,65,,0.222222222222222,0.0923076923076923
2013,LAND_CONTROL,MEMN,FR_FPO,7,5,70,,0.0,0.0857142857142857
2013,LAND_CONTROL,MEMN,FR_FPO,8,5,75,,0.2,0.0933333333333333
2013,LAND_CONTROL,MEMN,FR_FPO,9,4,79,,0.0,0.0886075949367089
2013,LAND_CONTROL,MEMN,FR_FPO,10,3,82,,0.666666666666667,0.109756097560976
2013,LAND_CONTROL,MEMN,FR_FPO,11,8,90,,0.0,0.1
2013,LAND_CONTROL,MEMN,FR_FPO,12,7,97,,0.142857142857143,0.103092783505155
2013,LAND_CONTROL,MEMN,FR_SCE,1,41,41,,0.439024390243902,0.439024390243902
2013,LAND_CONTROL,MEMN,FR_SCE,2,27,68,,0.518518518518518,0.470588235294118
2013,LAND_CONTROL,MEMN,FR_SCE,3,20,88,,0.35,0.443181818181818
2013,LAND_CONTROL,MEMN,FR_SCE,4,14,102,,0.0,0.382352941176471
2013,LAND_CONTROL,MEMN,FR_SCE,5,2,104,,0.5,0.384615384615385
2013,LAND_CONTROL,MEMN,FR_SCE,10,16,120,,0.3125,0.375
2013,LAND_CONTROL,MEMN,FR_SCE,11,34,154,,0.205882352941176,0.337662337662338
2013,LAND_CONTROL,MEMN,FR_SCE,12,23,177,,0.0869565217391304,0.305084745762712
2013,LAND_CONTROL,MEMN,Hors segment,1,10,10,,0.2,0.2
2013,LAND_CONTROL,MEMN,Hors segment,2,8,18,,0.375,0.277777777777778
2013,LAND_CONTROL,MEMN,Hors segment,3,6,24,,0.0,0.208333333333333
2013,LAND_CONTROL,MEMN,Hors segment,4,3,27,,0.0,0.185185185185185
2013,LAND_CONTROL,MEMN,Hors segment,5,1,28,,0.0,0.178571428571429
2013,LAND_CONTROL,MEMN,Hors segment,6,6,34,,0.333333333333333,0.205882352941176
2013,LAND_CONTROL,MEMN,Hors segment,7,8,42,,0.125,0.19047619047619
2013,LAND_CONTROL,MEMN,Hors segment,8,2,44,,0.5,0.204545454545455
2013,LAND_CONTROL,MEMN,Hors segment,9,8,52,,0.25,0.211538461538462
2013,LAND_CONTROL,MEMN,Hors segment,10,4,56,,0.25,0.214285714285714
2013,LAND_CONTROL,MEMN,Hors segment,11,14,70,,0.214285714285714,0.214285714285714
2013,LAND_CONTROL,MEMN,Hors segment,12,3,73,,0.666666666666667,0.232876712328767
2013,LAND_CONTROL,MEMN,NS01/03,1,4,4,,0.5,0.5
2013,LAND_CONTROL,MEMN,NS01/03,2,1,5,,0.0,0.4
2013,LAND_CONTROL,MEMN,NS01/03,3,5,10,,0.0,0.2
2013,LAND_CONTROL,MEMN,NS01/03,4,9,19,,0.111111111111111,0.157894736842105
2013,LAND_CONTROL,MEMN,NS01/03,5,4,23,,0.0,0.130434782608696
2013,LAND_CONTROL,MEMN,NS01/03,6,2,25,,0.5,0.16
2013,LAND_CONTROL,MEMN,NS01/03,7,2,27,,0.0,0.148148148148148
2013,LAND_CONTROL,MEMN,NS01/03,8,4,31,,0.0,0.129032258064516
2013,LAND_CONTROL,MEMN,NS01/03,9,4,35,,0.25,0.142857142857143
2013,LAND_CONTROL,MEMN,NS01/03,10,4,39,,0.25,0.153846153846154
2013,LAND_CONTROL,MEMN,NS01/03,11,8,47,,0.125,0.148936170212766
2013,LAND_CONTROL,MEMN,NS01/03,12,2,49,,0.0,0.142857142857143
2013,LAND_CONTROL,MEMN,NS09,3,2,2,,1.0,1.0
2013,LAND_CONTROL,MEMN,NS09,5,1,3,,1.0,1.0
2013,LAND_CONTROL,MEMN,NS10/12,1,1,1,,0.0,0.0
2013,LAND_CONTROL,MEMN,NS10/12,2,2,3,,0.0,0.0
2013,LAND_CONTROL,MEMN,NS10/12,5,1,4,,0.0,0.0
2013,LAND_CONTROL,MEMN,NS10/12,7,2,6,,0.0,0.0
2013,LAND_CONTROL,MEMN,NS10/12,11,1,7,,0.0,0.0
2013,LAND_CONTROL,MEMN,NS13,1,7,7,,0.428571428571429,0.428571428571429
2013,LAND_CONTROL,MEMN,NS13,2,12,19,,0.0833333333333333,0.210526315789474
2013,LAND_CONTROL,MEMN,NS13,3,4,23,,0.0,0.173913043478261
2013,LAND_CONTROL,MEMN,NS13,4,13,36,,0.153846153846154,0.166666666666667
2013,LAND_CONTROL,MEMN,NS13,5,4,40,,0.25,0.175
2013,LAND_CONTROL,MEMN,NS13,6,5,45,,0.0,0.155555555555556
2013,LAND_CONTROL,MEMN,NS13,7,3,48,,0.0,0.145833333333333
2013,LAND_CONTROL,MEMN,NS13,8,5,53,,0.2,0.150943396226415
2013,LAND_CONTROL,MEMN,NS13,9,6,59,,0.166666666666667,0.152542372881356
2013,LAND_CONTROL,MEMN,NS13,10,5,64,,0.2,0.15625
2013,LAND_CONTROL,MEMN,NS13,11,7,71,,0.142857142857143,0.154929577464789
2013,LAND_CONTROL,MEMN,NS13,12,4,75,,0.0,0.146666666666667
2013,LAND_CONTROL,MEMN,NWW01/02,1,10,10,,0.1,0.1
2013,LAND_CONTROL,MEMN,NWW01/02,2,6,16,,0.166666666666667,0.125
2013,LAND_CONTROL,MEMN,NWW01/02,3,11,27,,0.0909090909090909,0.111111111111111
2013,LAND_CONTROL,MEMN,NWW01/02,4,12,39,,0.25,0.153846153846154
2013,LAND_CONTROL,MEMN,NWW01/02,5,7,46,,0.428571428571429,0.195652173913043
2013,LAND_CONTROL,MEMN,NWW01/02,6,11,57,,0.181818181818182,0.192982456140351
2013,LAND_CONTROL,MEMN,NWW01/02,7,4,61,,0.25,0.19672131147541
2013,LAND_CONTROL,MEMN,NWW01/02,8,14,75,,0.214285714285714,0.2
2013,LAND_CONTROL,MEMN,NWW01/02,9,14,89,,0.0714285714285714,0.179775280898876
2013,LAND_CONTROL,MEMN,NWW01/02,10,9,98,,0.222222222222222,0.183673469387755
2013,LAND_CONTROL,MEMN,NWW01/02,11,9,107,,0.111111111111111,0.177570093457944
2013,LAND_CONTROL,MEMN,NWW01/02,12,4,111,,0.25,0.18018018018018
2013,LAND_CONTROL,MEMN,NWW05,1,2,2,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW05,2,3,5,,0.333333333333333,0.2
2013,LAND_CONTROL,MEMN,NWW05,3,3,8,,0.666666666666667,0.375
2013,LAND_CONTROL,MEMN,NWW05,4,3,11,,0.0,0.272727272727273
2013,LAND_CONTROL,MEMN,NWW05,5,2,13,,0.5,0.307692307692308
2013,LAND_CONTROL,MEMN,NWW05,7,1,14,,0.0,0.285714285714286
2013,LAND_CONTROL,MEMN,NWW05,8,1,15,,0.0,0.266666666666667
2013,LAND_CONTROL,MEMN,NWW05,9,2,17,,0.5,0.294117647058824
2013,LAND_CONTROL,MEMN,NWW05,11,5,22,,0.2,0.272727272727273
2013,LAND_CONTROL,MEMN,NWW05,12,1,23,,0.0,0.260869565217391
2013,LAND_CONTROL,MEMN,NWW06,1,4,4,,0.5,0.5
2013,LAND_CONTROL,MEMN,NWW06,2,1,5,,0.0,0.4
2013,LAND_CONTROL,MEMN,NWW06,3,2,7,,0.0,0.285714285714286
2013,LAND_CONTROL,MEMN,NWW06,4,5,12,,0.0,0.166666666666667
2013,LAND_CONTROL,MEMN,NWW06,5,2,14,,0.0,0.142857142857143
2013,LAND_CONTROL,MEMN,NWW06,11,6,20,,0.166666666666667,0.15
2013,LAND_CONTROL,MEMN,NWW07/08,1,8,8,,0.375,0.375
2013,LAND_CONTROL,MEMN,NWW07/08,2,14,22,,0.0714285714285714,0.181818181818182
2013,LAND_CONTROL,MEMN,NWW07/08,3,6,28,,0.0,0.142857142857143
2013,LAND_CONTROL,MEMN,NWW07/08,4,16,44,,0.125,0.136363636363636
2013,LAND_CONTROL,MEMN,NWW07/08,5,7,51,,0.285714285714286,0.156862745098039
2013,LAND_CONTROL,MEMN,NWW07/08,6,6,57,,0.0,0.140350877192982
2013,LAND_CONTROL,MEMN,NWW07/08,7,6,63,,0.0,0.126984126984127
2013,LAND_CONTROL,MEMN,NWW07/08,8,5,68,,0.2,0.132352941176471
2013,LAND_CONTROL,MEMN,NWW07/08,9,7,75,,0.142857142857143,0.133333333333333
2013,LAND_CONTROL,MEMN,NWW07/08,10,8,83,,0.25,0.144578313253012
2013,LAND_CONTROL,MEMN,NWW07/08,11,12,95,,0.0833333333333333,0.136842105263158
2013,LAND_CONTROL,MEMN,NWW07/08,12,7,102,,0.0,0.127450980392157
2013,LAND_CONTROL,MEMN,NWW09,1,1,1,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW09,3,1,2,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW09,4,1,3,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW09,5,3,6,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW09,6,1,7,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW09,7,1,8,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW09,8,1,9,,1.0,0.111111111111111
2013,LAND_CONTROL,MEMN,NWW09,9,2,11,,0.0,0.0909090909090909
2013,LAND_CONTROL,MEMN,NWW09,10,1,12,,0.0,0.0833333333333333
2013,LAND_CONTROL,MEMN,NWW09,11,1,13,,0.0,0.0769230769230769
2013,LAND_CONTROL,MEMN,NWW10,3,1,1,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW10,7,1,2,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW10,11,1,3,,0.0,0.0
2013,LAND_CONTROL,MEMN,NWW10,12,1,4,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01,2,2,2,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01,4,3,5,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01,5,1,6,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01,6,5,11,,0.4,0.181818181818182
2013,LAND_CONTROL,MEMN,PEL01,7,3,14,,0.333333333333333,0.214285714285714
2013,LAND_CONTROL,MEMN,PEL01,8,4,18,,0.0,0.166666666666667
2013,LAND_CONTROL,MEMN,PEL01,9,11,29,,0.0909090909090909,0.137931034482759
2013,LAND_CONTROL,MEMN,PEL01,10,1,30,,0.0,0.133333333333333
2013,LAND_CONTROL,MEMN,PEL01,11,6,36,,0.0,0.111111111111111
2013,LAND_CONTROL,MEMN,PEL01,12,2,38,,0.0,0.105263157894737
2013,LAND_CONTROL,MEMN,PEL01/02,1,2,2,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01/02,2,5,7,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01/02,3,6,13,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01/02,4,4,17,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01/02,5,1,18,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL01/02,6,5,23,,0.4,0.0869565217391304
2013,LAND_CONTROL,MEMN,PEL01/02,7,3,26,,0.333333333333333,0.115384615384615
2013,LAND_CONTROL,MEMN,PEL01/02,8,5,31,,0.2,0.129032258064516
2013,LAND_CONTROL,MEMN,PEL01/02,9,11,42,,0.0909090909090909,0.119047619047619
2013,LAND_CONTROL,MEMN,PEL01/02,10,1,43,,0.0,0.116279069767442
2013,LAND_CONTROL,MEMN,PEL01/02,11,8,51,,0.0,0.0980392156862745
2013,LAND_CONTROL,MEMN,PEL01/02,12,2,53,,0.0,0.0943396226415094
2013,LAND_CONTROL,MEMN,PEL03,1,2,2,,0.0,0.0
2013,LAND_CONTROL,MEMN,PEL03,2,2,4,,0.5,0.25
2013,LAND_CONTROL,MEMN,PEL03,3,3,7,,0.0,0.142857142857143
