control_year,control_type,facade,segment,control_month,number_controls,number_controls_ytd,target_number_of_controls_year,infraction_rate,infraction_rate_ytd
2019,SEA_CONTROL,Guadeloupe,Hors segment,5,2,38,,1.0,0.315789473684211
2019,SEA_CONTROL,Guadeloupe,Hors segment,6,3,41,,0.0,0.292682926829268
2019,SEA_CONTROL,Guadeloupe,Hors segment,7,3,44,,0.0,0.272727272727273
2019,SEA_CONTROL,Guadeloupe,Hors segment,8,1,45,,1.0,0.288888888888889
2019,SEA_CONTROL,Guadeloupe,Hors segment,9,3,48,,0.333333333333333,0.291666666666667
2019,SEA_CONTROL,Guadeloupe,Hors segment,10,21,69,,0.238095238095238,0.27536231884058
2019,SEA_CONTROL,Guadeloupe,Hors segment,11,5,74,,0.6,0.297297297297297
2019,SEA_CONTROL,Guadeloupe,Hors segment,12,3,77,,0.0,0.285714285714286
2019,SEA_CONTROL,MED,Hors segment,1,40,40,,0.1,0.1
2019,SEA_CONTROL,MED,Hors segment,2,70,110,,0.142857142857143,0.127272727272727
2019,SEA_CONTROL,MED,Hors segment,3,49,159,,0.122448979591837,0.125786163522013
2019,SEA_CONTROL,MED,Hors segment,4,33,192,,0.242424242424242,0.145833333333333
2019,SEA_CONTROL,MED,Hors segment,5,42,234,,0.166666666666667,0.14957264957265
2019,SEA_CONTROL,MED,Hors segment,6,68,302,,0.102941176470588,0.139072847682119
2019,SEA_CONTROL,MED,Hors segment,7,39,341,,0.205128205128205,0.146627565982405
2019,SEA_CONTROL,MED,Hors segment,8,28,369,,0.178571428571429,0.149051490514905
2019,SEA_CONTROL,MED,Hors segment,9,45,414,,0.0444444444444444,0.13768115942029
2019,SEA_CONTROL,MED,Hors segment,10,36,450,,0.138888888888889,0.137777777777778
2019,SEA_CONTROL,MED,Hors segment,11,23,473,,0.0869565217391304,0.135306553911205
2019,SEA_CONTROL,MED,Hors segment,12,20,493,,0.05,0.13184584178499
2019,SEA_CONTROL,SA,Hors segment,1,19,19,,0.210526315789474,0.210526315789474
2019,SEA_CONTROL,SA,Hors segment,2,44,63,,0.113636363636364,0.142857142857143
2019,SEA_CONTROL,SA,Hors segment,3,30,93,,0.1,0.129032258064516
2019,SEA_CONTROL,SA,Hors segment,4,70,163,,0.0714285714285714,0.104294478527607
2019,SEA_CONTROL,SA,Hors segment,5,47,210,,0.106382978723404,0.104761904761905
2019,SEA_CONTROL,SA,Hors segment,6,49,259,,0.102040816326531,0.104247104247104
2019,SEA_CONTROL,SA,Hors segment,7,52,311,,0.0192307692307692,0.090032154340836
2019,SEA_CONTROL,SA,Hors segment,8,38,349,,0.105263157894737,0.0916905444126074
2019,SEA_CONTROL,SA,Hors segment,9,5,354,,0.2,0.0932203389830508
2019,SEA_CONTROL,SA,Hors segment,10,25,379,,0.24,0.102902374670185
2019,SEA_CONTROL,SA,Hors segment,11,36,415,,0.194444444444444,0.110843373493976
2019,SEA_CONTROL,SA,Hors segment,12,10,425,,0.0,0.108235294117647
2019,SEA_CONTROL,MEMN,Hors segment,1,69,69,,0.101449275362319,0.101449275362319
2019,SEA_CONTROL,MEMN,Hors segment,2,73,142,,0.219178082191781,0.161971830985915
2019,SEA_CONTROL,MEMN,Hors segment,3,57,199,,0.210526315789474,0.175879396984925
2019,SEA_CONTROL,MEMN,Hors segment,4,52,251,,0.115384615384615,0.163346613545817
2019,SEA_CONTROL,MEMN,Hors segment,5,32,283,,0.0625,0.151943462897526
2019,SEA_CONTROL,MEMN,Hors segment,6,12,295,,0.0,0.145762711864407
2019,SEA_CONTROL,MEMN,Hors segment,7,47,342,,0.0851063829787234,0.137426900584795
2019,SEA_CONTROL,MEMN,Hors segment,8,21,363,,0.0952380952380952,0.134986225895317
2019,SEA_CONTROL,MEMN,Hors segment,9,42,405,,0.0714285714285714,0.128395061728395
2019,SEA_CONTROL,MEMN,Hors segment,10,51,456,,0.0980392156862745,0.125
2019,SEA_CONTROL,MEMN,Hors segment,11,43,499,,0.325581395348837,0.142284569138277
2019,SEA_CONTROL,MEMN,Hors segment,12,12,511,,0.166666666666667,0.142857142857143
2019,SEA_CONTROL,Guyane,Hors segment,1,14,14,,1.0,1.0
2019,SEA_CONTROL,Guyane,Hors segment,2,10,24,,0.8,0.916666666666667
2019,SEA_CONTROL,Guyane,Hors segment,3,28,52,,0.642857142857143,0.769230769230769
2019,SEA_CONTROL,Guyane,Hors segment,4,12,64,,1.0,0.8125
2019,SEA_CONTROL,Guyane,Hors segment,5,15,79,,0.733333333333333,0.79746835443038
2019,SEA_CONTROL,Guyane,Hors segment,6,10,89,,0.9,0.808988764044944
2019,SEA_CONTROL,Guyane,Hors segment,7,25,114,,0.64,0.771929824561403
2019,SEA_CONTROL,Guyane,Hors segment,8,21,135,,0.619047619047619,0.748148148148148
2019,SEA_CONTROL,Guyane,Hors segment,9,17,152,,0.764705882352941,0.75
2019,SEA_CONTROL,Guyane,Hors segment,10,6,158,,1.0,0.759493670886076
2019,SEA_CONTROL,Guyane,Hors segment,11,4,162,,0.5,0.753086419753086
2019,SEA_CONTROL,Guyane,Hors segment,12,2,164,,1.0,0.75609756097561
2019,SEA_CONTROL,NAMO,Hors segment,1,91,91,,0.0989010989010989,0.0989010989010989
2019,SEA_CONTROL,NAMO,Hors segment,2,60,151,,0.116666666666667,0.105960264900662
2019,SEA_CONTROL,NAMO,Hors segment,3,48,199,,0.0833333333333333,0.100502512562814
2019,SEA_CONTROL,NAMO,Hors segment,4,62,261,,0.0645161290322581,0.0919540229885057
2019,SEA_CONTROL,NAMO,Hors segment,5,89,350,,0.101123595505618,0.0942857142857143
2019,SEA_CONTROL,NAMO,Hors segment,6,56,406,,0.125,0.0985221674876847
2019,SEA_CONTROL,NAMO,Hors segment,7,47,453,,0.191489361702128,0.108167770419426
2019,SEA_CONTROL,NAMO,Hors segment,8,45,498,,0.111111111111111,0.108433734939759
2019,SEA_CONTROL,NAMO,Hors segment,9,38,536,,0.0,0.100746268656716
2019,SEA_CONTROL,NAMO,Hors segment,10,49,585,,0.0612244897959184,0.0974358974358974
2019,SEA_CONTROL,NAMO,Hors segment,11,35,620,,0.0857142857142857,0.0967741935483871
2019,SEA_CONTROL,NAMO,Hors segment,12,46,666,,0.0869565217391304,0.0960960960960961
2019,SEA_CONTROL,Corse,Hors segment,1,3,3,,0.0,0.0
2019,SEA_CONTROL,Corse,Hors segment,2,6,9,,0.0,0.0
2019,SEA_CONTROL,Corse,Hors segment,3,5,14,,0.0,0.0
2019,SEA_CONTROL,Corse,Hors segment,4,11,25,,0.0,0.0
2019,SEA_CONTROL,Corse,Hors segment,5,4,29,,0.0,0.0
2019,SEA_CONTROL,Corse,Hors segment,6,24,53,,0.0416666666666667,0.0188679245283019
2019,SEA_CONTROL,Corse,Hors segment,7,8,61,,0.125,0.0327868852459016
2019,SEA_CONTROL,Corse,Hors segment,8,2,63,,0.0,0.0317460317460317
2019,SEA_CONTROL,Corse,Hors segment,9,4,67,,0.0,0.0298507462686567
2019,SEA_CONTROL,Corse,Hors segment,10,1,68,,0.0,0.0294117647058824
2019,SEA_CONTROL,Hors façade,Hors segment,1,6,6,,0.0,0.0
2019,SEA_CONTROL,Hors façade,Hors segment,2,13,19,,0.0,0.0
2019,SEA_CONTROL,Hors façade,Hors segment,3,13,32,,0.0769230769230769,0.03125
2019,SEA_CONTROL,Hors façade,Hors segment,4,3,35,,0.0,0.0285714285714286
2019,SEA_CONTROL,Hors façade,Hors segment,5,16,51,,0.0,0.0196078431372549
2019,SEA_CONTROL,Hors façade,Hors segment,6,3,54,,0.0,0.0185185185185185
2019,SEA_CONTROL,Hors façade,Hors segment,7,1,55,,1.0,0.0363636363636364
2019,SEA_CONTROL,Hors façade,Hors segment,8,3,58,,0.333333333333333,0.0517241379310345
2019,SEA_CONTROL,Hors façade,Hors segment,9,4,62,,0.0,0.0483870967741935
2019,SEA_CONTROL,Hors façade,Hors segment,11,11,73,,0.0,0.0410958904109589
2019,SEA_CONTROL,Hors façade,Hors segment,12,2,75,,0.0,0.04
2019,SEA_CONTROL,Mayotte,Hors segment,1,2,2,,1.0,1.0
2019,SEA_CONTROL,Mayotte,Hors segment,2,5,7,,0.8,0.857142857142857
2019,SEA_CONTROL,Mayotte,Hors segment,4,8,15,,1.0,0.933333333333333
2019,SEA_CONTROL,Mayotte,Hors segment,5,3,18,,1.0,0.944444444444444
2019,SEA_CONTROL,Mayotte,Hors segment,6,5,23,,0.8,0.91304347826087
2019,SEA_CONTROL,Mayotte,Hors segment,7,5,28,,1.0,0.928571428571429
2019,SEA_CONTROL,Mayotte,Hors segment,11,3,31,,0.666666666666667,0.903225806451613
2019,SEA_CONTROL,Mayotte,Hors segment,12,1,32,,1.0,0.90625
2020,AIR_CONTROL,Martinique,Hors segment,11,2,2,,1.0,1.0
2020,AIR_CONTROL,Martinique,Hors segment,12,1,3,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,1,2,2,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,3,2,4,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,4,8,12,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,9,1,13,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,10,1,14,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,11,2,16,,1.0,1.0
2020,AIR_CONTROL,MED,Hors segment,12,4,20,,0.0,0.8
2020,AIR_CONTROL,SA,Hors segment,1,2,2,,1.0,1.0
2020,AIR_CONTROL,SA,Hors segment,6,2,4,,0.5,0.75
2020,AIR_CONTROL,SA,Hors segment,8,1,5,,1.0,0.8
2020,AIR_CONTROL,MEMN,Hors segment,5,2,2,,1.0,1.0
2020,AIR_CONTROL,MEMN,Hors segment,7,8,10,,0.875,0.9
2020,AIR_CONTROL,MEMN,Hors segment,10,1,11,,1.0,0.909090909090909
2020,AIR_CONTROL,MEMN,Hors segment,11,1,12,,1.0,0.916666666666667
2020,AIR_CONTROL,MEMN,Hors segment,12,4,16,,1.0,0.9375
2020,AIR_CONTROL,Guyane,Hors segment,2,5,5,,1.0,1.0
2020,AIR_CONTROL,Guyane,Hors segment,6,1,6,,1.0,1.0
2020,AIR_CONTROL,NAMO,Hors segment,1,3,3,,1.0,1.0
2020,AIR_CONTROL,NAMO,Hors segment,2,1,4,,1.0,1.0
2020,AIR_CONTROL,NAMO,Hors segment,4,2,6,,1.0,1.0
2020,AIR_CONTROL,NAMO,Hors segment,5,4,10,,1.0,1.0
2020,AIR_CONTROL,NAMO,Hors segment,6,3,13,,0.666666666666667,0.923076923076923
2020,AIR_CONTROL,NAMO,Hors segment,8,1,14,,1.0,0.928571428571429
2020,AIR_CONTROL,NAMO,Hors segment,10,2,16,,1.0,0.9375
2020,AIR_CONTROL,NAMO,Hors segment,11,2,18,,1.0,0.944444444444444
2020,AIR_CONTROL,Hors façade,Hors segment,10,1,1,,1.0,1.0
2020,AIR_CONTROL,Hors façade,Hors segment,11,1,2,,0.0,0.5
2020,AIR_CONTROL,Mayotte,Hors segment,2,1,1,,1.0,1.0
2020,LAND_CONTROL,Martinique,Hors segment,1,5,5,,0.2,0.2
2020,LAND_CONTROL,Martinique,Hors segment,2,8,13,,0.25,0.230769230769231
2020,LAND_CONTROL,Martinique,Hors segment,3,4,17,,0.0,0.176470588235294
2020,LAND_CONTROL,Martinique,Hors segment,4,1,18,,0.0,0.166666666666667
2020,LAND_CONTROL,Martinique,Hors segment,5,3,21,,0.333333333333333,0.19047619047619
2020,LAND_CONTROL,Martinique,Hors segment,6,3,24,,0.0,0.166666666666667
2020,LAND_CONTROL,Martinique,Hors segment,7,2,26,,0.0,0.153846153846154
2020,LAND_CONTROL,Martinique,Hors segment,8,5,31,,0.0,0.129032258064516
2020,LAND_CONTROL,Martinique,Hors segment,9,2,33,,0.0,0.121212121212121
2020,LAND_CONTROL,Martinique,Hors segment,10,5,38,,0.2,0.131578947368421
2020,LAND_CONTROL,Martinique,Hors segment,11,4,42,,0.25,0.142857142857143
2020,LAND_CONTROL,Martinique,Hors segment,12,4,46,,0.0,0.130434782608696
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,1,2,2,,0.0,0.0
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,2,7,9,,0.0,0.0
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,3,2,11,,0.0,0.0
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,4,2,13,,0.0,0.0
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,6,2,15,,0.0,0.0
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,7,5,20,,0.2,0.05
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,8,7,27,,0.0,0.037037037037037
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,10,4,31,,0.0,0.032258064516129
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,11,4,35,,0.0,0.0285714285714286
2020,LAND_CONTROL,Sud Océan Indien,Hors segment,12,4,39,,0.0,0.0256410256410256
2020,LAND_CONTROL,MED,Hors segment,1,36,36,,0.0277777777777778,0.0277777777777778
2020,LAND_CONTROL,MED,Hors segment,2,11,47,,0.0,0.0212765957446809
2020,LAND_CONTROL,MED,Hors segment,3,17,64,,0.0,0.015625
2020,LAND_CONTROL,MED,Hors segment,4,26,90,,0.0,0.0111111111111111
2020,LAND_CONTROL,MED,Hors segment,5,78,168,,0.0256410256410256,0.0178571428571429
2020,LAND_CONTROL,MED,Hors segment,6,52,220,,0.0384615384615385,0.0227272727272727
2020,LAND_CONTROL,MED,Hors segment,7,59,279,,0.0169491525423729,0.021505376344086
2020,LAND_CONTROL,MED,Hors segment,8,66,345,,0.0303030303030303,0.0231884057971014
2020,LAND_CONTROL,MED,Hors segment,9,119,464,,0.0336134453781513,0.0258620689655172
2020,LAND_CONTROL,MED,Hors segment,10,41,505,,0.0731707317073171,0.0297029702970297
2020,LAND_CONTROL,MED,Hors segment,11,84,589,,0.107142857142857,0.0407470288624788
2020,LAND_CONTROL,MED,Hors segment,12,45,634,,0.0444444444444444,0.0410094637223975
2020,LAND_CONTROL,SA,Hors segment,1,50,50,,0.04,0.04
2020,LAND_CONTROL,SA,Hors segment,2,53,103,,0.0754716981132075,0.058252427184466
2020,LAND_CONTROL,SA,Hors segment,3,9,112,,0.111111111111111,0.0625
2020,LAND_CONTROL,SA,Hors segment,6,51,163,,0.0784313725490196,0.0674846625766871
2020,LAND_CONTROL,SA,Hors segment,7,28,191,,0.0357142857142857,0.06282722513089
2020,LAND_CONTROL,SA,Hors segment,8,30,221,,0.133333333333333,0.0723981900452489
2020,LAND_CONTROL,SA,Hors segment,9,24,245,,0.0416666666666667,0.0693877551020408
2020,LAND_CONTROL,SA,Hors segment,10,21,266,,0.0476190476190476,0.0676691729323308
2020,LAND_CONTROL,SA,Hors segment,11,79,345,,0.0126582278481013,0.0550724637681159
2020,LAND_CONTROL,SA,Hors segment,12,54,399,,0.0555555555555556,0.0551378446115288
2020,LAND_CONTROL,MEMN,Hors segment,1,59,59,,0.152542372881356,0.152542372881356
2020,LAND_CONTROL,MEMN,Hors segment,2,62,121,,0.0967741935483871,0.12396694214876
2020,LAND_CONTROL,MEMN,Hors segment,3,35,156,,0.2,0.141025641025641
2020,LAND_CONTROL,MEMN,Hors segment,4,1,157,,0.0,0.140127388535032
2020,LAND_CONTROL,MEMN,Hors segment,5,14,171,,0.0714285714285714,0.134502923976608
2020,LAND_CONTROL,MEMN,Hors segment,6,31,202,,0.0645161290322581,0.123762376237624
2020,LAND_CONTROL,MEMN,Hors segment,7,31,233,,0.0645161290322581,0.11587982832618
2020,LAND_CONTROL,MEMN,Hors segment,8,34,267,,0.0588235294117647,0.108614232209738
2020,LAND_CONTROL,MEMN,Hors segment,9,38,305,,0.105263157894737,0.108196721311475
2020,LAND_CONTROL,MEMN,Hors segment,10,84,389,,0.119047619047619,0.110539845758355
2020,LAND_CONTROL,MEMN,Hors segment,11,92,481,,0.0543478260869565,0.0997920997920998
2020,LAND_CONTROL,MEMN,Hors segment,12,66,547,,0.0454545454545455,0.093235831809872
2020,LAND_CONTROL,Guyane,Hors segment,2,2,2,,0.0,0.0
2020,LAND_CONTROL,Guyane,Hors segment,3,1,3,,0.0,0.0
2020,LAND_CONTROL,Guyane,Hors segment,4,1,4,,0.0,0.0
2020,LAND_CONTROL,Guyane,Hors segment,6,1,5,,0.0,0.0
2020,LAND_CONTROL,Guyane,Hors segment,9,1,6,,0.0,0.0
2020,LAND_CONTROL,Guyane,Hors segment,10,3,9,,0.333333333333333,0.111111111111111
2020,LAND_CONTROL,Guyane,Hors segment,11,2,11,,0.0,0.0909090909090909
2020,LAND_CONTROL,NAMO,Hors segment,1,170,170,,0.0117647058823529,0.0117647058823529
2020,LAND_CONTROL,NAMO,Hors segment,2,120,290,,0.0416666666666667,0.0241379310344828
2020,LAND_CONTROL,NAMO,Hors segment,3,39,329,,0.102564102564103,0.033434650455927
2020,LAND_CONTROL,NAMO,Hors segment,4,4,333,,0.0,0.033033033033033
2020,LAND_CONTROL,NAMO,Hors segment,5,14,347,,0.142857142857143,0.037463976945245
2020,LAND_CONTROL,NAMO,Hors segment,6,78,425,,0.0769230769230769,0.0447058823529412
2020,LAND_CONTROL,NAMO,Hors segment,7,56,481,,0.0178571428571429,0.0415800415800416
2020,LAND_CONTROL,NAMO,Hors segment,8,62,543,,0.0483870967741935,0.0423572744014733
2020,LAND_CONTROL,NAMO,Hors segment,9,67,610,,0.0597014925373134,0.0442622950819672
2020,LAND_CONTROL,NAMO,Hors segment,10,108,718,,0.0648148148148148,0.0473537604456825
2020,LAND_CONTROL,NAMO,Hors segment,11,102,820,,0.0686274509803922,0.05
2020,LAND_CONTROL,NAMO,Hors segment,12,96,916,,0.0520833333333333,0.0502183406113537
2020,LAND_CONTROL,Corse,Hors segment,1,3,3,,0.333333333333333,0.333333333333333
2020,LAND_CONTROL,Corse,Hors segment,5,4,7,,0.0,0.142857142857143
2020,LAND_CONTROL,Corse,Hors segment,6,9,16,,0.0,0.0625
2020,LAND_CONTROL,Corse,Hors segment,7,5,21,,0.0,0.0476190476190476
2020,LAND_CONTROL,Corse,Hors segment,8,13,34,,0.0769230769230769,0.0588235294117647
2020,LAND_CONTROL,Corse,Hors segment,9,4,38,,0.0,0.0526315789473684
2020,LAND_CONTROL,Corse,Hors segment,10,3,41,,0.0,0.0487804878048781
2020,LAND_CONTROL,Corse,Hors segment,11,3,44,,0.0,0.0454545454545455
2020,LAND_CONTROL,Corse,Hors segment,12,1,45,,0.0,0.0444444444444444
2020,LAND_CONTROL,Hors façade,Hors segment,2,3,3,,0.0,0.0
2020,LAND_CONTROL,Hors façade,Hors segment,3,2,5,,0.0,0.0
2020,LAND_CONTROL,Hors façade,Hors segment,6,2,7,,0.5,0.142857142857143
2020,LAND_CONTROL,Hors façade,Hors segment,7,3,10,,0.0,0.1
2020,LAND_CONTROL,Hors façade,Hors segment,8,1,11,,0.0,0.0909090909090909
2020,LAND_CONTROL,Hors façade,Hors segment,9,3,14,,0.0,0.0714285714285714
2020,LAND_CONTROL,Hors façade,Hors segment,10,9,23,,0.111111111111111,0.0869565217391304
2020,LAND_CONTROL,Hors façade,Hors segment,11,9,32,,0.111111111111111,0.09375
2020,LAND_CONTROL,Hors façade,Hors segment,12,2,34,,0.0,0.0882352941176471
2020,LAND_CONTROL,Mayotte,Hors segment,1,1,1,,1.0,1.0
2020,LAND_CONTROL,Mayotte,Hors segment,4,1,2,,1.0,1.0
2020,SEA_CONTROL,Martinique,Hors segment,2,2,2,,0.0,0.0
2020,SEA_CONTROL,Martinique,Hors segment,3,7,9,,0.0,0.0
2020,SEA_CONTROL,Martinique,Hors segment,4,6,15,,0.0,0.0
2020,SEA_CONTROL,Martinique,Hors segment,5,6,21,,0.0,0.0
2020,SEA_CONTROL,Martinique,Hors segment,6,5,26,,0.2,0.0384615384615385
2020,SEA_CONTROL,Martinique,Hors segment,7,3,29,,0.666666666666667,0.103448275862069
2020,SEA_CONTROL,Martinique,Hors segment,8,1,30,,1.0,0.133333333333333
2020,SEA_CONTROL,Martinique,Hors segment,9,12,42,,0.0833333333333333,0.119047619047619
2020,SEA_CONTROL,Martinique,Hors segment,11,13,55,,0.0,0.0909090909090909
2020,SEA_CONTROL,Martinique,Hors segment,12,4,59,,0.0,0.0847457627118644
2020,SEA_CONTROL,Sud Océan Indien,Hors segment,2,1,1,,1.0,1.0
2020,SEA_CONTROL,Sud Océan Indien,Hors segment,9,5,6,,0.2,0.333333333333333
2020,SEA_CONTROL,Sud Océan Indien,Hors segment,11,2,8,,0.5,0.375
2020,SEA_CONTROL,Sud Océan Indien,Hors segment,12,2,10,,0.0,0.3
2020,SEA_CONTROL,Guadeloupe,Hors segment,1,7,7,,0.142857142857143,0.142857142857143
2020,SEA_CONTROL,Guadeloupe,Hors segment,2,7,14,,0.0,0.0714285714285714
2020,SEA_CONTROL,Guadeloupe,Hors segment,3,5,19,,0.4,0.157894736842105
2020,SEA_CONTROL,Guadeloupe,Hors segment,4,9,28,,0.0,0.107142857142857
2020,SEA_CONTROL,Guadeloupe,Hors segment,5,2,30,,0.5,0.133333333333333
2020,SEA_CONTROL,Guadeloupe,Hors segment,6,10,40,,0.2,0.15
2020,SEA_CONTROL,Guadeloupe,Hors segment,7,19,59,,0.526315789473684,0.271186440677966
2020,SEA_CONTROL,Guadeloupe,Hors segment,8,11,70,,0.454545454545455,0.3
2020,SEA_CONTROL,Guadeloupe,Hors segment,9,2,72,,0.5,0.305555555555556
2020,SEA_CONTROL,Guadeloupe,Hors segment,10,7,79,,0.285714285714286,0.30379746835443
2020,SEA_CONTROL,Guadeloupe,Hors segment,11,3,82,,0.333333333333333,0.304878048780488
2020,SEA_CONTROL,Guadeloupe,Hors segment,12,4,86,,0.5,0.313953488372093
2020,SEA_CONTROL,MED,Hors segment,1,45,45,,0.0888888888888889,0.0888888888888889
2020,SEA_CONTROL,MED,Hors segment,2,50,95,,0.12,0.105263157894737
2020,SEA_CONTROL,MED,Hors segment,3,45,140,,0.2,0.135714285714286
2020,SEA_CONTROL,MED,Hors segment,4,25,165,,0.08,0.127272727272727
2020,SEA_CONTROL,MED,Hors segment,5,27,192,,0.0,0.109375
2020,SEA_CONTROL,MED,Hors segment,6,37,229,,0.0540540540540541,0.100436681222707
2020,SEA_CONTROL,MED,Hors segment,7,24,253,,0.25,0.114624505928854
2020,SEA_CONTROL,MED,Hors segment,8,19,272,,0.157894736842105,0.117647058823529
2020,SEA_CONTROL,MED,Hors segment,9,38,310,,0.0789473684210526,0.112903225806452
2020,SEA_CONTROL,MED,Hors segment,10,25,335,,0.2,0.119402985074627
2020,SEA_CONTROL,MED,Hors segment,11,77,412,,0.103896103896104,0.116504854368932
2020,SEA_CONTROL,MED,Hors segment,12,16,428,,0.1875,0.119158878504673
2020,SEA_CONTROL,SA,Hors segment,1,27,27,,0.148148148148148,0.148148148148148
2020,SEA_CONTROL,SA,Hors segment,2,31,58,,0.0645161290322581,0.103448275862069
2020,SEA_CONTROL,SA,Hors segment,3,1,59,,0.0,0.101694915254237
2020,SEA_CONTROL,SA,Hors segment,4,5,64,,0.0,0.09375
2020,SEA_CONTROL,SA,Hors segment,5,6,70,,0.166666666666667,0.1
2020,SEA_CONTROL,SA,Hors segment,6,42,112,,0.0,0.0625
2020,SEA_CONTROL,SA,Hors segment,7,42,154,,0.19047619047619,0.0974025974025974
2020,SEA_CONTROL,SA,Hors segment,8,29,183,,0.137931034482759,0.103825136612022
2020,SEA_CONTROL,SA,Hors segment,9,40,223,,0.075,0.0986547085201794
2020,SEA_CONTROL,SA,Hors segment,10,12,235,,0.166666666666667,0.102127659574468
2020,SEA_CONTROL,SA,Hors segment,11,29,264,,0.0344827586206897,0.0946969696969697
2020,SEA_CONTROL,SA,Hors segment,12,15,279,,0.0666666666666667,0.0931899641577061
2020,SEA_CONTROL,MEMN,Hors segment,1,57,57,,0.157894736842105,0.157894736842105
2020,SEA_CONTROL,MEMN,Hors segment,2,22,79,,0.181818181818182,0.164556962025316
2020,SEA_CONTROL,MEMN,Hors segment,3,12,91,,0.333333333333333,0.186813186813187
2020,SEA_CONTROL,MEMN,Hors segment,4,4,95,,1.0,0.221052631578947
2020,SEA_CONTROL,MEMN,Hors segment,5,4,99,,0.5,0.232323232323232
2020,SEA_CONTROL,MEMN,Hors segment,6,16,115,,0.1875,0.226086956521739
2020,SEA_CONTROL,MEMN,Hors segment,7,27,142,,0.111111111111111,0.204225352112676
2020,SEA_CONTROL,MEMN,Hors segment,8,41,183,,0.121951219512195,0.185792349726776
2020,SEA_CONTROL,MEMN,Hors segment,9,27,210,,0.0740740740740741,0.171428571428571
2020,SEA_CONTROL,MEMN,Hors segment,10,29,239,,0.241379310344828,0.179916317991632
2020,SEA_CONTROL,MEMN,Hors segment,11,69,308,,0.173913043478261,0.178571428571429
2020,SEA_CONTROL,MEMN,Hors segment,12,30,338,,0.1,0.171597633136095
2020,SEA_CONTROL,Guyane,Hors segment,1,12,12,,1.0,1.0
2020,SEA_CONTROL,Guyane,Hors segment,2,4,16,,1.0,1.0
2020,SEA_CONTROL,Guyane,Hors segment,3,4,20,,0.75,0.95
2020,SEA_CONTROL,Guyane,Hors segment,4,5,25,,1.0,0.96
2020,SEA_CONTROL,Guyane,Hors segment,5,11,36,,0.909090909090909,0.944444444444444
2020,SEA_CONTROL,Guyane,Hors segment,6,14,50,,1.0,0.96
2020,SEA_CONTROL,Guyane,Hors segment,7,6,56,,0.833333333333333,0.946428571428571
2020,SEA_CONTROL,Guyane,Hors segment,8,9,65,,0.555555555555556,0.892307692307692
2020,SEA_CONTROL,Guyane,Hors segment,9,6,71,,0.833333333333333,0.887323943661972
2020,SEA_CONTROL,Guyane,Hors segment,10,4,75,,1.0,0.893333333333333
2020,SEA_CONTROL,Guyane,Hors segment,11,19,94,,0.947368421052632,0.904255319148936
2020,SEA_CONTROL,Guyane,Hors segment,12,5,99,,0.6,0.888888888888889
2020,SEA_CONTROL,NAMO,Hors segment,1,49,49,,0.163265306122449,0.163265306122449
2020,SEA_CONTROL,NAMO,Hors segment,2,36,85,,0.194444444444444,0.176470588235294
2020,SEA_CONTROL,NAMO,Hors segment,3,25,110,,0.12,0.163636363636364
2020,SEA_CONTROL,NAMO,Hors segment,4,4,114,,0.25,0.166666666666667
2020,SEA_CONTROL,NAMO,Hors segment,5,19,133,,0.105263157894737,0.157894736842105
2020,SEA_CONTROL,NAMO,Hors segment,6,52,185,,0.0769230769230769,0.135135135135135
2020,SEA_CONTROL,NAMO,Hors segment,7,50,235,,0.1,0.127659574468085
2020,SEA_CONTROL,NAMO,Hors segment,8,42,277,,0.119047619047619,0.126353790613718
2020,SEA_CONTROL,NAMO,Hors segment,9,87,364,,0.0689655172413793,0.112637362637363
2020,SEA_CONTROL,NAMO,Hors segment,10,31,395,,0.0,0.10379746835443
2020,SEA_CONTROL,NAMO,Hors segment,11,68,463,,0.0294117647058824,0.0928725701943845
2020,SEA_CONTROL,NAMO,Hors segment,12,36,499,,0.0277777777777778,0.0881763527054108
2020,SEA_CONTROL,Corse,Hors segment,1,3,3,,0.666666666666667,0.666666666666667
2020,SEA_CONTROL,Corse,Hors segment,2,2,5,,0.0,0.4
2020,SEA_CONTROL,Corse,Hors segment,3,13,18,,0.0769230769230769,0.166666666666667
2020,SEA_CONTROL,Corse,Hors segment,4,9,27,,0.0,0.111111111111111
2020,SEA_CONTROL,Corse,Hors segment,5,8,35,,0.125,0.114285714285714
2020,SEA_CONTROL,Corse,Hors segment,6,7,42,,0.0,0.0952380952380952
2020,SEA_CONTROL,Corse,Hors segment,7,4,46,,0.0,0.0869565217391304
2020,SEA_CONTROL,Corse,Hors segment,8,3,49,,0.333333333333333,0.102040816326531
